YEAR,STATE_NAME,STATE_ABBREV,STATE_FIPS,opioid_dispensing_rate,Opioid Dispensing Rate (per 100 persons)
2018,Nevada,NV,32,55.5,55.5
2018,New York,NY,36,34.0,34.0
2018,Ohio,OH,39,53.5,53.5
2018,Oklahoma,OK,40,79.1,79.1
2018,Oregon,OR,41,57.3,57.3
2018,Pennsylvania,PA,42,49.9,49.9
2018,Rhode Island,RI,44,43.0,43.0
2018,South Carolina,SC,45,69.2,69.2
2018,South Dakota,SD,46,42.6,42.6
2018,Tennessee,TN,47,81.8,81.8
2018,Texas,TX,48,47.2,47.2
2018,Utah,UT,49,57.1,57.1
2018,Virginia,VA,51,44.8,44.8
2018,Vermont,VT,50,42.4,42.4
2018,Washington,WA,53,49.3,49.3
2018,Wisconsin,WI,55,45.8,45.8
2018,West Virginia,WV,54,69.3,69.3
2018,Wyoming,WY,56,57.1,57.1
