FullGeoName,YEAR,STATE_NAME,STATE_ABBREV,COUNTY_NAME,STATE_COUNTY_FIP_U,opioid_dispensing_rate
"LA, Vernon",2009,Louisiana,LA,Vernon County,22115,60.9
"LA, Washington",2009,Louisiana,LA,Washington County,22117,151.6
"LA, Webster",2009,Louisiana,LA,Webster County,22119,123.9
"LA, West Baton Rouge",2009,Louisiana,LA,West Baton Rouge County,22121,111.8
"LA, West Carroll",2009,Louisiana,LA,West Carroll County,22123,104.9
"LA, West Feliciana",2009,Louisiana,LA,West Feliciana County,22125,27.7
"LA, Winn",2009,Louisiana,LA,Winn County,22127,25.6
"MA, Barnstable",2009,Massachusetts,MA,Barnstable County,25001,88.5
"MA, Berkshire",2009,Massachusetts,MA,Berkshire County,25003,94.7
"MA, Bristol",2009,Massachusetts,MA,Bristol County,25005,91.7
"MA, Dukes",2009,Massachusetts,MA,Dukes County,25007,75.7
"MA, Essex",2009,Massachusetts,MA,Essex County,25009,69.8
"MA, Franklin",2009,Massachusetts,MA,Franklin County,25011,65.3
"MA, Hampden",2009,Massachusetts,MA,Hampden County,25013,90.0
"MA, Hampshire",2009,Massachusetts,MA,Hampshire County,25015,71.1
"MA, Middlesex",2009,Massachusetts,MA,Middlesex County,25017,53.1
"MA, Nantucket",2009,Massachusetts,MA,Nantucket County,25019,52.2
"MA, Norfolk",2009,Massachusetts,MA,Norfolk County,25021,60.3
"MA, Plymouth",2009,Massachusetts,MA,Plymouth County,25023,74.1
"MA, Suffolk",2009,Massachusetts,MA,Suffolk County,25025,52.5
"MA, Worcester",2009,Massachusetts,MA,Worcester County,25027,79.0
"MD, Allegany",2009,Maryland,MD,Allegany County,24001,114.3
"MD, Anne Arundel",2009,Maryland,MD,Anne Arundel County,24003,82.1
"MD, Baltimore City",2009,Maryland,MD,Baltimore City,24510,60.1
"MD, Baltimore",2009,Maryland,MD,Baltimore County,24005,77.1
"MD, Calvert",2009,Maryland,MD,Calvert County,24009,103.7
"MD, Caroline",2009,Maryland,MD,Caroline County,24011,61.0
"MD, Carroll",2009,Maryland,MD,Carroll County,24013,77.5
"MD, Cecil",2009,Maryland,MD,Cecil County,24015,101.0
"MD, Charles",2009,Maryland,MD,Charles County,24017,92.2
"MD, Dorchester",2009,Maryland,MD,Dorchester County,24019,67.7
"MD, Frederick",2009,Maryland,MD,Frederick County,24021,82.0
"MD, Garrett",2009,Maryland,MD,Garrett County,24023,78.9
"MD, Harford",2009,Maryland,MD,Harford County,24025,86.0
"MD, Howard",2009,Maryland,MD,Howard County,24027,36.9
"MD, Kent",2009,Maryland,MD,Kent County,24029,132.4
"MD, Montgomery",2009,Maryland,MD,Montgomery County,24031,40.3
"MD, Prince George’s",2009,Maryland,MD,Prince George’s County,24033,45.9
"MD, Queen Anne’s",2009,Maryland,MD,Queen Anne’s County,24035,87.0
"MD, Somerset",2009,Maryland,MD,Somerset County,24039,59.4
"MD, St. Mary’s",2009,Maryland,MD,St. Mary’s County,24037,77.2
"MD, Talbot",2009,Maryland,MD,Talbot County,24041,102.2
"MD, Washington",2009,Maryland,MD,Washington County,24043,105.1
"MD, Wicomico",2009,Maryland,MD,Wicomico County,24045,99.5
"MD, Worcester",2009,Maryland,MD,Worcester County,24047,112.1
"ME, Androscoggin",2009,Maine,ME,Androscoggin County,23001,102.1
"ME, Aroostook",2009,Maine,ME,Aroostook County,23003,83.4
"ME, Cumberland",2009,Maine,ME,Cumberland County,23005,83.0
"ME, Franklin",2009,Maine,ME,Franklin County,23007,85.3
"ME, Hancock",2009,Maine,ME,Hancock County,23009,83.0
"ME, Kennebec",2009,Maine,ME,Kennebec County,23011,113.3
"ME, Knox",2009,Maine,ME,Knox County,23013,87.2
"ME, Lincoln",2009,Maine,ME,Lincoln County,23015,58.4
"ME, Oxford",2009,Maine,ME,Oxford County,23017,86.9
"ME, Penobscot",2009,Maine,ME,Penobscot County,23019,102.3
"ME, Piscataquis",2009,Maine,ME,Piscataquis County,23021,112.5
"ME, Sagadahoc",2009,Maine,ME,Sagadahoc County,23023,84.2
"ME, Somerset",2009,Maine,ME,Somerset County,23025,87.0
"ME, Waldo",2009,Maine,ME,Waldo County,23027,64.4
"ME, Washington",2009,Maine,ME,Washington County,23029,72.6
"ME, York",2009,Maine,ME,York County,23031,75.3
"MI, Alcona",2009,Michigan,MI,Alcona County,26001,31.8
"MI, Alger",2009,Michigan,MI,Alger County,26003,82.2
"MI, Allegan",2009,Michigan,MI,Allegan County,26005,49.3
"MI, Alpena",2009,Michigan,MI,Alpena County,26007,110.6
"MI, Antrim",2009,Michigan,MI,Antrim County,26009,60.2
"MI, Arenac",2009,Michigan,MI,Arenac County,26011,88.9
"MI, Baraga",2009,Michigan,MI,Baraga County,26013,107.1
"MI, Barry",2009,Michigan,MI,Barry County,26015,32.2
"MI, Bay",2009,Michigan,MI,Bay County,26017,101.4
"MI, Benzie",2009,Michigan,MI,Benzie County,26019,70.7
"MI, Berrien",2009,Michigan,MI,Berrien County,26021,101.0
"MI, Branch",2009,Michigan,MI,Branch County,26023,76.6
"MI, Calhoun",2009,Michigan,MI,Calhoun County,26025,111.2
"MI, Cass",2009,Michigan,MI,Cass County,26027,39.1
"MI, Charlevoix",2009,Michigan,MI,Charlevoix County,26029,101.0
"MI, Cheboygan",2009,Michigan,MI,Cheboygan County,26031,121.2
"MI, Chippewa",2009,Michigan,MI,Chippewa County,26033,87.3
"MI, Clare",2009,Michigan,MI,Clare County,26035,158.0
"MI, Clinton",2009,Michigan,MI,Clinton County,26037,43.5
"MI, Crawford",2009,Michigan,MI,Crawford County,26039,136.3
"MI, Delta",2009,Michigan,MI,Delta County,26041,83.4
"MI, Dickinson",2009,Michigan,MI,Dickinson County,26043,116.8
"MI, Eaton",2009,Michigan,MI,Eaton County,26045,95.5
"MI, Emmet",2009,Michigan,MI,Emmet County,26047,129.9
"MI, Genesee",2009,Michigan,MI,Genesee County,26049,125.0
"MI, Gladwin",2009,Michigan,MI,Gladwin County,26051,121.9
"MI, Gogebic",2009,Michigan,MI,Gogebic County,26053,98.3
"MI, Grand Traverse",2009,Michigan,MI,Grand Traverse County,26055,145.5
"MI, Gratiot",2009,Michigan,MI,Gratiot County,26057,78.4
"MI, Hillsdale",2009,Michigan,MI,Hillsdale County,26059,65.9
"MI, Houghton",2009,Michigan,MI,Houghton County,26061,37.6
"MI, Huron",2009,Michigan,MI,Huron County,26063,68.3
"MI, Ingham",2009,Michigan,MI,Ingham County,26065,89.2
"MI, Ionia",2009,Michigan,MI,Ionia County,26067,66.7
"MI, Iosco",2009,Michigan,MI,Iosco County,26069,132.4
"MI, Iron",2009,Michigan,MI,Iron County,26071,98.1
"MI, Isabella",2009,Michigan,MI,Isabella County,26073,78.9
"MI, Jackson",2009,Michigan,MI,Jackson County,26075,102.8
"MI, Kalamazoo",2009,Michigan,MI,Kalamazoo County,26077,94.8
"MI, Kalkaska",2009,Michigan,MI,Kalkaska County,26079,112.8
"MI, Kent",2009,Michigan,MI,Kent County,26081,83.7
"MI, Keweenaw",2009,Michigan,MI,Keweenaw County,26083,Data unavailable
"MI, Lake",2009,Michigan,MI,Lake County,26085,Data unavailable
"MI, Lapeer",2009,Michigan,MI,Lapeer County,26087,75.4
"MI, Leelanau",2009,Michigan,MI,Leelanau County,26089,16.9
"MI, Lenawee",2009,Michigan,MI,Lenawee County,26091,75.4
"MI, Livingston",2009,Michigan,MI,Livingston County,26093,65.5
"MI, Luce",2009,Michigan,MI,Luce County,26095,155.5
"MI, Mackinac",2009,Michigan,MI,Mackinac County,26097,83.6
"MI, Macomb",2009,Michigan,MI,Macomb County,26099,103.5
"MI, Manistee",2009,Michigan,MI,Manistee County,26101,109.3
"MI, Marquette",2009,Michigan,MI,Marquette County,26103,84.1
"MI, Mason",2009,Michigan,MI,Mason County,26105,142.1
"MI, Mecosta",2009,Michigan,MI,Mecosta County,26107,100.9
"MI, Menominee",2009,Michigan,MI,Menominee County,26109,64.5
"MI, Midland",2009,Michigan,MI,Midland County,26111,82.3
"MI, Missaukee",2009,Michigan,MI,Missaukee County,26113,20.3
"MI, Monroe",2009,Michigan,MI,Monroe County,26115,100.5
"MI, Montcalm",2009,Michigan,MI,Montcalm County,26117,113.6
"MI, Montmorency",2009,Michigan,MI,Montmorency County,26119,69.4
"MI, Muskegon",2009,Michigan,MI,Muskegon County,26121,142.1
"MI, Newaygo",2009,Michigan,MI,Newaygo County,26123,118.7
"MI, Oakland",2009,Michigan,MI,Oakland County,26125,78.5
"MI, Oceana",2009,Michigan,MI,Oceana County,26127,50.6
"MI, Ogemaw",2009,Michigan,MI,Ogemaw County,26129,146.0
"MI, Ontonagon",2009,Michigan,MI,Ontonagon County,26131,37.7
"MI, Osceola",2009,Michigan,MI,Osceola County,26133,77.8
"MI, Oscoda",2009,Michigan,MI,Oscoda County,26135,146.4
"MI, Otsego",2009,Michigan,MI,Otsego County,26137,174.0
"MI, Ottawa",2009,Michigan,MI,Ottawa County,26139,64.4
"MI, Presque Isle",2009,Michigan,MI,Presque Isle County,26141,52.8
"MI, Roscommon",2009,Michigan,MI,Roscommon County,26143,169.2
"MI, Saginaw",2009,Michigan,MI,Saginaw County,26145,101.0
"MI, Sanilac",2009,Michigan,MI,Sanilac County,26151,43.1
"MI, Schoolcraft",2009,Michigan,MI,Schoolcraft County,26153,103.5
"MI, Shiawassee",2009,Michigan,MI,Shiawassee County,26155,104.2
"MI, St. Clair",2009,Michigan,MI,St. Clair County,26147,98.9
"MI, St. Joseph",2009,Michigan,MI,St. Joseph County,26149,106.4
"MI, Tuscola",2009,Michigan,MI,Tuscola County,26157,66.4
"MI, Van Buren",2009,Michigan,MI,Van Buren County,26159,92.1
"MI, Washtenaw",2009,Michigan,MI,Washtenaw County,26161,67.1
"MI, Wayne",2009,Michigan,MI,Wayne County,26163,95.1
"MI, Wexford",2009,Michigan,MI,Wexford County,26165,165.7
"MN, Aitkin",2009,Minnesota,MN,Aitkin County,27001,118.2
"MN, Anoka",2009,Minnesota,MN,Anoka County,27003,66.2
"MN, Becker",2009,Minnesota,MN,Becker County,27005,55.1
"MN, Beltrami",2009,Minnesota,MN,Beltrami County,27007,74.2
"MN, Benton",2009,Minnesota,MN,Benton County,27009,53.0
"MN, Big Stone",2009,Minnesota,MN,Big Stone County,27011,115.7
"MN, Blue Earth",2009,Minnesota,MN,Blue Earth County,27013,70.4
"MN, Brown",2009,Minnesota,MN,Brown County,27015,64.5
"MN, Carlton",2009,Minnesota,MN,Carlton County,27017,96.6
"MN, Carver",2009,Minnesota,MN,Carver County,27019,50.2
"MN, Cass",2009,Minnesota,MN,Cass County,27021,44.8
"MN, Chippewa",2009,Minnesota,MN,Chippewa County,27023,56.5
"MN, Chisago",2009,Minnesota,MN,Chisago County,27025,26.8
"MN, Clay",2009,Minnesota,MN,Clay County,27027,54.9
"MN, Clearwater",2009,Minnesota,MN,Clearwater County,27029,94.8
"MN, Cook",2009,Minnesota,MN,Cook County,27031,Data unavailable
"MN, Cottonwood",2009,Minnesota,MN,Cottonwood County,27033,65.8
"MN, Crow Wing",2009,Minnesota,MN,Crow Wing County,27035,75.8
"MN, Dakota",2009,Minnesota,MN,Dakota County,27037,63.4
"MN, Dodge",2009,Minnesota,MN,Dodge County,27039,18.0
"MN, Douglas",2009,Minnesota,MN,Douglas County,27041,89.1
"MN, Faribault",2009,Minnesota,MN,Faribault County,27043,49.6
"MN, Fillmore",2009,Minnesota,MN,Fillmore County,27045,23.5
"MN, Freeborn",2009,Minnesota,MN,Freeborn County,27047,47.8
"MN, Goodhue",2009,Minnesota,MN,Goodhue County,27049,42.1
"MN, Grant",2009,Minnesota,MN,Grant County,27051,67.8
"MN, Hennepin",2009,Minnesota,MN,Hennepin County,27053,55.4
"MN, Houston",2009,Minnesota,MN,Houston County,27055,Data unavailable
"MN, Hubbard",2009,Minnesota,MN,Hubbard County,27057,61.3
"MN, Isanti",2009,Minnesota,MN,Isanti County,27059,50.3
"MN, Itasca",2009,Minnesota,MN,Itasca County,27061,75.9
"MN, Jackson",2009,Minnesota,MN,Jackson County,27063,35.8
"MN, Kanabec",2009,Minnesota,MN,Kanabec County,27065,89.3
"MN, Kandiyohi",2009,Minnesota,MN,Kandiyohi County,27067,62.0
"MN, Kittson",2009,Minnesota,MN,Kittson County,27069,27.7
"MN, Koochiching",2009,Minnesota,MN,Koochiching County,27071,76.6
"MN, Lac qui Parle",2009,Minnesota,MN,Lac qui Parle County,27073,56.3
"MN, Lake",2009,Minnesota,MN,Lake County,27075,Data unavailable
"MN, Lake of the Woods",2009,Minnesota,MN,Lake of the Woods County,27077,72.2
"MN, Le Sueur",2009,Minnesota,MN,Le Sueur County,27079,26.0
"MN, Lincoln",2009,Minnesota,MN,Lincoln County,27081,64.3
"MN, Lyon",2009,Minnesota,MN,Lyon County,27083,55.1
"MN, Mahnomen",2009,Minnesota,MN,Mahnomen County,27087,94.3
"MN, Marshall",2009,Minnesota,MN,Marshall County,27089,26.9
"MN, Martin",2009,Minnesota,MN,Martin County,27091,107.7
"MN, McLeod",2009,Minnesota,MN,McLeod County,27085,79.1
"MN, Meeker",2009,Minnesota,MN,Meeker County,27093,46.2
"MN, Mille Lacs",2009,Minnesota,MN,Mille Lacs County,27095,75.5
"MN, Morrison",2009,Minnesota,MN,Morrison County,27097,53.6
"MN, Mower",2009,Minnesota,MN,Mower County,27099,59.8
"MN, Murray",2009,Minnesota,MN,Murray County,27101,26.6
"MN, Nicollet",2009,Minnesota,MN,Nicollet County,27103,25.8
"MN, Nobles",2009,Minnesota,MN,Nobles County,27105,60.4
"MN, Norman",2009,Minnesota,MN,Norman County,27107,64.2
"MN, Olmsted",2009,Minnesota,MN,Olmsted County,27109,36.3
"MN, Otter Tail",2009,Minnesota,MN,Otter Tail County,27111,55.7
"MN, Pennington",2009,Minnesota,MN,Pennington County,27113,181.8
"MN, Pine",2009,Minnesota,MN,Pine County,27115,38.7
"MN, Pipestone",2009,Minnesota,MN,Pipestone County,27117,65.1
"MN, Polk",2009,Minnesota,MN,Polk County,27119,56.8
"MN, Pope",2009,Minnesota,MN,Pope County,27121,58.5
"MN, Ramsey",2009,Minnesota,MN,Ramsey County,27123,54.8
"MN, Red Lake",2009,Minnesota,MN,Red Lake County,27125,40.0
"MN, Redwood",2009,Minnesota,MN,Redwood County,27127,52.4
"MN, Renville",2009,Minnesota,MN,Renville County,27129,36.6
"MN, Rice",2009,Minnesota,MN,Rice County,27131,53.2
"MN, Rock",2009,Minnesota,MN,Rock County,27133,49.9
"MN, Roseau",2009,Minnesota,MN,Roseau County,27135,60.2
"MN, Scott",2009,Minnesota,MN,Scott County,27139,46.5
"MN, Sherburne",2009,Minnesota,MN,Sherburne County,27141,50.7
"MN, Sibley",2009,Minnesota,MN,Sibley County,27143,18.2
"MN, St. Louis",2009,Minnesota,MN,St. Louis County,27137,94.7
"MN, Stearns",2009,Minnesota,MN,Stearns County,27145,58.4
"MN, Steele",2009,Minnesota,MN,Steele County,27147,52.7
"MN, Stevens",2009,Minnesota,MN,Stevens County,27149,50.0
"MN, Swift",2009,Minnesota,MN,Swift County,27151,57.5
"MN, Todd",2009,Minnesota,MN,Todd County,27153,30.3
"MN, Traverse",2009,Minnesota,MN,Traverse County,27155,99.9
"MN, Wabasha",2009,Minnesota,MN,Wabasha County,27157,1.5
"MN, Wadena",2009,Minnesota,MN,Wadena County,27159,191.4
"MN, Waseca",2009,Minnesota,MN,Waseca County,27161,47.0
"MN, Washington",2009,Minnesota,MN,Washington County,27163,67.4
"MN, Watonwan",2009,Minnesota,MN,Watonwan County,27165,45.2
"MN, Wilkin",2009,Minnesota,MN,Wilkin County,27167,78.3
"MN, Winona",2009,Minnesota,MN,Winona County,27169,62.7
"MN, Wright",2009,Minnesota,MN,Wright County,27171,51.2
"MN, Yellow Medicine",2009,Minnesota,MN,Yellow Medicine County,27173,57.6
"MO, Adair",2009,Missouri,MO,Adair County,29001,114.4
"MO, Andrew",2009,Missouri,MO,Andrew County,29003,Data unavailable
"MO, Atchison",2009,Missouri,MO,Atchison County,29005,60.8
"MO, Audrain",2009,Missouri,MO,Audrain County,29007,99.4
"MO, Barry",2009,Missouri,MO,Barry County,29009,110.8
"MO, Barton",2009,Missouri,MO,Barton County,29011,55.1
"MO, Bates",2009,Missouri,MO,Bates County,29013,35.6
"MO, Benton",2009,Missouri,MO,Benton County,29015,78.8
"MO, Bollinger",2009,Missouri,MO,Bollinger County,29017,Data unavailable
"MO, Boone",2009,Missouri,MO,Boone County,29019,56.1
"MO, Buchanan",2009,Missouri,MO,Buchanan County,29021,132.4
"MO, Butler",2009,Missouri,MO,Butler County,29023,272.6
"MO, Caldwell",2009,Missouri,MO,Caldwell County,29025,Data unavailable
"MO, Callaway",2009,Missouri,MO,Callaway County,29027,65.1
"MO, Camden",2009,Missouri,MO,Camden County,29029,115.2
"MO, Cape Girardeau",2009,Missouri,MO,Cape Girardeau County,29031,127.0
"MO, Carroll",2009,Missouri,MO,Carroll County,29033,113.0
"MO, Carter",2009,Missouri,MO,Carter County,29035,Data unavailable
"MO, Cass",2009,Missouri,MO,Cass County,29037,98.4
"MO, Cedar",2009,Missouri,MO,Cedar County,29039,Data unavailable
"MO, Chariton",2009,Missouri,MO,Chariton County,29041,Data unavailable
"MO, Christian",2009,Missouri,MO,Christian County,29043,111.2
"MO, Clark",2009,Missouri,MO,Clark County,29045,37.1
"MO, Clay",2009,Missouri,MO,Clay County,29047,92.2
"MO, Clinton",2009,Missouri,MO,Clinton County,29049,27.6
"MO, Cole",2009,Missouri,MO,Cole County,29051,135.5
"MO, Cooper",2009,Missouri,MO,Cooper County,29053,20.9
"MO, Crawford",2009,Missouri,MO,Crawford County,29055,92.0
"MO, Dade",2009,Missouri,MO,Dade County,29057,113.8
"MO, Dallas",2009,Missouri,MO,Dallas County,29059,27.9
"MO, Daviess",2009,Missouri,MO,Daviess County,29061,19.6
"MO, DeKalb",2009,Missouri,MO,DeKalb County,29063,Data unavailable
"MO, Dent",2009,Missouri,MO,Dent County,29065,112.5
"MO, Douglas",2009,Missouri,MO,Douglas County,29067,38.9
"MO, Dunklin",2009,Missouri,MO,Dunklin County,29069,166.5
"MO, Franklin",2009,Missouri,MO,Franklin County,29071,103.7
"MO, Gasconade",2009,Missouri,MO,Gasconade County,29073,30.3
"MO, Gentry",2009,Missouri,MO,Gentry County,29075,34.9
"MO, Greene",2009,Missouri,MO,Greene County,29077,140.7
"MO, Grundy",2009,Missouri,MO,Grundy County,29079,92.2
"MO, Harrison",2009,Missouri,MO,Harrison County,29081,87.4
"MO, Henry",2009,Missouri,MO,Henry County,29083,103.9
"MO, Hickory",2009,Missouri,MO,Hickory County,29085,Data unavailable
"MO, Holt",2009,Missouri,MO,Holt County,29087,Data unavailable
"MO, Howard",2009,Missouri,MO,Howard County,29089,Data unavailable
"MO, Howell",2009,Missouri,MO,Howell County,29091,141.1
"MO, Iron",2009,Missouri,MO,Iron County,29093,Data unavailable
"MO, Jackson",2009,Missouri,MO,Jackson County,29095,87.3
"MO, Jasper",2009,Missouri,MO,Jasper County,29097,155.5
"MO, Jefferson",2009,Missouri,MO,Jefferson County,29099,90.1
"MO, Johnson",2009,Missouri,MO,Johnson County,29101,50.0
"MO, Knox",2009,Missouri,MO,Knox County,29103,Data unavailable
"MO, Laclede",2009,Missouri,MO,Laclede County,29105,146.2
"MO, Lafayette",2009,Missouri,MO,Lafayette County,29107,12.4
"MO, Lawrence",2009,Missouri,MO,Lawrence County,29109,42.3
"MO, Lewis",2009,Missouri,MO,Lewis County,29111,45.4
"MO, Lincoln",2009,Missouri,MO,Lincoln County,29113,99.0
"MO, Linn",2009,Missouri,MO,Linn County,29115,72.6
"MO, Livingston",2009,Missouri,MO,Livingston County,29117,132.1
"MO, Macon",2009,Missouri,MO,Macon County,29121,42.3
"MO, Madison",2009,Missouri,MO,Madison County,29123,141.3
"MO, Maries",2009,Missouri,MO,Maries County,29125,Data unavailable
"MO, Marion",2009,Missouri,MO,Marion County,29127,117.2
"MO, McDonald",2009,Missouri,MO,McDonald County,29119,51.4
"MO, Mercer",2009,Missouri,MO,Mercer County,29129,42.3
"MO, Miller",2009,Missouri,MO,Miller County,29131,67.5
"MO, Mississippi",2009,Missouri,MO,Mississippi County,29133,Data unavailable
"MO, Moniteau",2009,Missouri,MO,Moniteau County,29135,37.4
"MO, Monroe",2009,Missouri,MO,Monroe County,29137,Data unavailable
"MO, Montgomery",2009,Missouri,MO,Montgomery County,29139,76.4
"MO, Morgan",2009,Missouri,MO,Morgan County,29141,31.7
"MO, New Madrid",2009,Missouri,MO,New Madrid County,29143,6.6
"MO, Newton",2009,Missouri,MO,Newton County,29145,45.5
"MO, Nodaway",2009,Missouri,MO,Nodaway County,29147,53.9
"MO, Oregon",2009,Missouri,MO,Oregon County,29149,37.9
"MO, Osage",2009,Missouri,MO,Osage County,29151,1.5
"MO, Ozark",2009,Missouri,MO,Ozark County,29153,59.3
"MO, Pemiscot",2009,Missouri,MO,Pemiscot County,29155,184.1
"MO, Perry",2009,Missouri,MO,Perry County,29157,125.5
"MO, Pettis",2009,Missouri,MO,Pettis County,29159,87.2
"MO, Phelps",2009,Missouri,MO,Phelps County,29161,144.7
"MO, Pike",2009,Missouri,MO,Pike County,29163,46.4
"MO, Platte",2009,Missouri,MO,Platte County,29165,75.4
"MO, Polk",2009,Missouri,MO,Polk County,29167,163.8
"MO, Pulaski",2009,Missouri,MO,Pulaski County,29169,59.4
"MO, Putnam",2009,Missouri,MO,Putnam County,29171,Data unavailable
"MO, Ralls",2009,Missouri,MO,Ralls County,29173,Data unavailable
"MO, Randolph",2009,Missouri,MO,Randolph County,29175,105.7
"MO, Ray",2009,Missouri,MO,Ray County,29177,55.9
"MO, Reynolds",2009,Missouri,MO,Reynolds County,29179,Data unavailable
"MO, Ripley",2009,Missouri,MO,Ripley County,29181,192.4
"MO, Saline",2009,Missouri,MO,Saline County,29195,24.3
"MO, Schuyler",2009,Missouri,MO,Schuyler County,29197,Data unavailable
"MO, Scotland",2009,Missouri,MO,Scotland County,29199,89.6
"MO, Scott",2009,Missouri,MO,Scott County,29201,184.3
"MO, Shannon",2009,Missouri,MO,Shannon County,29203,Data unavailable
"MO, Shelby",2009,Missouri,MO,Shelby County,29205,48.5
"MO, St. Charles",2009,Missouri,MO,St. Charles County,29183,87.4
"MO, St. Clair",2009,Missouri,MO,St. Clair County,29185,Data unavailable
"MO, St. Francois",2009,Missouri,MO,St. Francois County,29187,169.3
"MO, St. Louis City",2009,Missouri,MO,St. Louis City,29510,57.6
"MO, St. Louis",2009,Missouri,MO,St. Louis County,29189,80.1
"MO, Ste. Genevieve",2009,Missouri,MO,Ste. Genevieve County,29186,29.9
"MO, Stoddard",2009,Missouri,MO,Stoddard County,29207,59.0
"MO, Stone",2009,Missouri,MO,Stone County,29209,69.2
"MO, Sullivan",2009,Missouri,MO,Sullivan County,29211,Data unavailable
"MO, Taney",2009,Missouri,MO,Taney County,29213,132.0
"MO, Texas",2009,Missouri,MO,Texas County,29215,46.4
"MO, Vernon",2009,Missouri,MO,Vernon County,29217,92.0
"MO, Warren",2009,Missouri,MO,Warren County,29219,86.0
"MO, Washington",2009,Missouri,MO,Washington County,29221,70.9
"MO, Wayne",2009,Missouri,MO,Wayne County,29223,29.5
"MO, Webster",2009,Missouri,MO,Webster County,29225,90.5
"MO, Worth",2009,Missouri,MO,Worth County,29227,Data unavailable
"MO, Wright",2009,Missouri,MO,Wright County,29229,142.2
"MS, Adams",2009,Mississippi,MS,Adams County,28001,203.1
"MS, Alcorn",2009,Mississippi,MS,Alcorn County,28003,238.8
"MS, Amite",2009,Mississippi,MS,Amite County,28005,64.6
"MS, Attala",2009,Mississippi,MS,Attala County,28007,137.6
"MS, Benton",2009,Mississippi,MS,Benton County,28009,73.3
"MS, Bolivar",2009,Mississippi,MS,Bolivar County,28011,97.5
"MS, Calhoun",2009,Mississippi,MS,Calhoun County,28013,89.9
"MS, Carroll",2009,Mississippi,MS,Carroll County,28015,Data unavailable
"MS, Chickasaw",2009,Mississippi,MS,Chickasaw County,28017,93.5
"MS, Choctaw",2009,Mississippi,MS,Choctaw County,28019,Data unavailable
"MS, Claiborne",2009,Mississippi,MS,Claiborne County,28021,92.2
"MS, Clarke",2009,Mississippi,MS,Clarke County,28023,76.6
"MS, Clay",2009,Mississippi,MS,Clay County,28025,118.4
"MS, Coahoma",2009,Mississippi,MS,Coahoma County,28027,76.4
"MS, Copiah",2009,Mississippi,MS,Copiah County,28029,98.4
"MS, Covington",2009,Mississippi,MS,Covington County,28031,76.2
"MS, DeSoto",2009,Mississippi,MS,DeSoto County,28033,119.7
"MS, Forrest",2009,Mississippi,MS,Forrest County,28035,243.5
"MS, Franklin",2009,Mississippi,MS,Franklin County,28037,98.2
"MS, George",2009,Mississippi,MS,George County,28039,203.5
"MS, Greene",2009,Mississippi,MS,Greene County,28041,7.3
"MS, Grenada",2009,Mississippi,MS,Grenada County,28043,155.2
"MS, Hancock",2009,Mississippi,MS,Hancock County,28045,96.1
"MS, Harrison",2009,Mississippi,MS,Harrison County,28047,143.3
"MS, Hinds",2009,Mississippi,MS,Hinds County,28049,87.2
"MS, Holmes",2009,Mississippi,MS,Holmes County,28051,44.5
"MS, Humphreys",2009,Mississippi,MS,Humphreys County,28053,21.2
"MS, Issaquena",2009,Mississippi,MS,Issaquena County,28055,Data unavailable
"MS, Itawamba",2009,Mississippi,MS,Itawamba County,28057,121.3
"MS, Jackson",2009,Mississippi,MS,Jackson County,28059,153.1
"MS, Jasper",2009,Mississippi,MS,Jasper County,28061,Data unavailable
"MS, Jefferson",2009,Mississippi,MS,Jefferson County,28063,Data unavailable
"MS, Jefferson Davis",2009,Mississippi,MS,Jefferson Davis County,28065,135.1
"MS, Jones",2009,Mississippi,MS,Jones County,28067,158.1
"MS, Kemper",2009,Mississippi,MS,Kemper County,28069,Data unavailable
"MS, Lafayette",2009,Mississippi,MS,Lafayette County,28071,103.3
"MS, Lamar",2009,Mississippi,MS,Lamar County,28073,34.4
"MS, Lauderdale",2009,Mississippi,MS,Lauderdale County,28075,186.8
"MS, Lawrence",2009,Mississippi,MS,Lawrence County,28077,106.9
"MS, Leake",2009,Mississippi,MS,Leake County,28079,80.5
"MS, Lee",2009,Mississippi,MS,Lee County,28081,152.6
"MS, Leflore",2009,Mississippi,MS,Leflore County,28083,119.1
"MS, Lincoln",2009,Mississippi,MS,Lincoln County,28085,145.6
"MS, Lowndes",2009,Mississippi,MS,Lowndes County,28087,139.9
"MS, Madison",2009,Mississippi,MS,Madison County,28089,74.9
"MS, Marion",2009,Mississippi,MS,Marion County,28091,226.0
"MS, Marshall",2009,Mississippi,MS,Marshall County,28093,30.9
"MS, Monroe",2009,Mississippi,MS,Monroe County,28095,109.0
"MS, Montgomery",2009,Mississippi,MS,Montgomery County,28097,96.2
"MS, Neshoba",2009,Mississippi,MS,Neshoba County,28099,196.2
"MS, Newton",2009,Mississippi,MS,Newton County,28101,43.4
"MS, Noxubee",2009,Mississippi,MS,Noxubee County,28103,93.8
"MS, Oktibbeha",2009,Mississippi,MS,Oktibbeha County,28105,77.4
"MS, Panola",2009,Mississippi,MS,Panola County,28107,132.7
"MS, Pearl River",2009,Mississippi,MS,Pearl River County,28109,149.8
"MS, Perry",2009,Mississippi,MS,Perry County,28111,82.3
"MS, Pike",2009,Mississippi,MS,Pike County,28113,164.0
"MS, Pontotoc",2009,Mississippi,MS,Pontotoc County,28115,106.3
"MS, Prentiss",2009,Mississippi,MS,Prentiss County,28117,119.7
"MS, Quitman",2009,Mississippi,MS,Quitman County,28119,Data unavailable
"MS, Rankin",2009,Mississippi,MS,Rankin County,28121,115.3
